"","household_id","region","adults","children","household_size","receives_support","weekly_income","weekly_rent","income_2025","income_2026"
"905",905,"Capital city",3,2,5,"No",995,451,971,987
"906",906,"Regional",2,1,3,"No",706,257,708,936
"907",907,"Regional",1,2,3,"No",688,328,640,577
"908",908,"Capital city",3,2,5,"No",2767,1098,2801,3105
"909",909,"Capital city",3,2,5,"No",1639,598,1578,1539
"910",910,"Regional",1,0,1,"No",1156,212,1127,1320
"911",911,"Regional",1,4,5,"No",1747,564,1660,1735
"912",912,"Capital city",2,2,4,"No",1372,595,1338,1176
"913",913,"Regional",1,1,2,"No",680,241,637,627
"914",914,"Regional",2,1,3,"No",1135,361,1046,1191
"915",915,"Capital city",2,0,2,"No",1835,718,1793,1876
"916",916,"Capital city",1,2,3,"No",1504,726,1488,1835
"917",917,"Capital city",2,0,2,"No",1037,554,1006,922
"918",918,"Capital city",3,2,5,"No",1733,519,1697,1559
"919",919,"Regional",2,2,4,"Yes",1315,417,1228,1134
"920",920,"Capital city",2,2,4,"No",1525,636,1459,1571
"921",921,"Capital city",2,1,3,"Yes",1693,545,1684,1822
"922",922,"Capital city",2,0,2,"No",1220,609,1193,1484
"923",923,"Capital city",2,1,3,"Yes",2445,898,2369,2142
"924",924,"Regional",2,0,2,"No",1788,706,1790,1788
"925",925,"Capital city",3,0,3,"No",2030,857,2021,1937
"926",926,"Capital city",4,0,4,"No",1785,589,1710,1865
"927",927,"Capital city",2,1,3,"No",3314,1257,3163,3353
"928",928,"Capital city",3,1,4,"No",2222,906,2191,2084
"929",929,"Capital city",2,2,4,"No",2105,650,1977,2418
"930",930,"Capital city",2,0,2,"No",1533,676,1507,1283
"931",931,"Capital city",2,1,3,"No",1937,687,1962,2108
"932",932,"Capital city",1,1,2,"No",894,323,845,1052
"933",933,"Regional",1,2,3,"Yes",990,286,952,1067
"934",934,"Capital city",3,1,4,"No",1849,630,1853,1839
"935",935,"Capital city",2,1,3,"No",1812,564,1677,1759
"936",936,"Capital city",2,0,2,"Yes",984,369,952,715
"937",937,"Capital city",1,4,5,"No",1715,762,1641,2020
"938",938,"Capital city",3,0,3,"No",2192,679,2126,2305
"939",939,"Capital city",2,1,3,"No",1369,451,1396,1659
"940",940,"Capital city",2,0,2,"No",1407,568,1354,1498
"941",941,"Regional",1,0,1,"No",1354,399,1361,1473
"942",942,"Capital city",3,0,3,"No",1345,554,1292,1146
"943",943,"Regional",3,0,3,"No",1348,406,1283,1429
"944",944,"Regional",2,0,2,"No",1820,601,1750,1692
"945",945,"Regional",3,0,3,"Yes",2430,882,2268,2216
"946",946,"Capital city",1,2,3,"No",1459,523,1380,1410
"947",947,"Regional",2,4,6,"No",499,278,461,347
"948",948,"Regional",2,4,6,"No",1466,364,1427,1643
"949",949,"Capital city",2,2,4,"No",1541,636,1418,1360
"950",950,"Capital city",2,0,2,"No",1541,523,1525,1730
"951",951,"Capital city",2,2,4,"Yes",1044,377,997,1063
"952",952,"Regional",2,3,5,"No",1493,470,1443,1398
"953",953,"Capital city",2,4,6,"No",2384,992,2359,2425
"954",954,"Capital city",3,1,4,"Yes",1648,604,1596,1421
"955",955,"Capital city",2,0,2,"No",1343,562,1296,1324
"956",956,"Capital city",1,2,3,"No",1526,470,1527,1248
"957",957,"Regional",2,1,3,"Yes",1149,289,1077,1430
"958",958,"Capital city",2,2,4,"No",3215,1247,2998,3025
"959",959,"Capital city",4,2,6,"No",1469,530,1451,1630
"960",960,"Regional",2,0,2,"Yes",1466,453,1438,1334
"961",961,"Capital city",1,0,1,"No",1841,704,1699,1683
"962",962,"Capital city",1,0,1,"No",1279,517,1187,1258
"963",963,"Regional",3,1,4,"No",1413,516,1381,1550
"964",964,"Capital city",2,1,3,"No",1556,568,1439,1406
"965",965,"Capital city",1,2,3,"No",1524,559,1463,1686
"966",966,"Regional",2,0,2,"Yes",1592,591,1582,1731
"967",967,"Capital city",2,1,3,"Yes",667,284,633,705
"968",968,"Capital city",3,0,3,"No",1064,533,988,1079
"969",969,"Regional",3,2,5,"No",2869,973,2801,2726
"970",970,"Capital city",2,0,2,"No",1458,446,1441,1425
"971",971,"Regional",1,0,1,"No",1103,366,1022,910
"972",972,"Regional",2,1,3,"No",1697,550,1648,1697
"973",973,"Capital city",1,0,1,"Yes",920,504,866,1109
"974",974,"Capital city",2,4,6,"No",1467,544,1491,1600
"975",975,"Regional",1,2,3,"No",1809,351,1811,1489
"976",976,"Regional",4,1,5,"No",1627,514,1514,1408
"977",977,"Regional",2,1,3,"No",959,425,965,1033
"978",978,"Capital city",2,0,2,"No",1305,660,1222,1468
"979",979,"Capital city",2,0,2,"No",1430,479,1446,1718
"980",980,"Capital city",3,1,4,"No",1235,584,1231,1040
"981",981,"Regional",2,0,2,"Yes",1076,486,1000,947
"982",982,"Regional",2,2,4,"No",1191,389,1190,1158
"983",983,"Capital city",2,1,3,"Yes",1172,418,1099,1241
"984",984,"Regional",2,0,2,"No",1704,612,1704,1327
"985",985,"Capital city",2,0,2,"Yes",1421,570,1395,1515
"986",986,"Capital city",1,0,1,"No",1756,714,1755,1950
"987",987,"Capital city",2,0,2,"No",2554,939,2567,2433
"988",988,"Capital city",1,0,1,"No",1538,562,1549,1559
"989",989,"Regional",2,0,2,"Yes",812,180,762,706
"990",990,"Capital city",3,1,4,"No",1001,472,949,1059
"991",991,"Capital city",1,0,1,"No",1776,618,1804,1700
"992",992,"Capital city",1,0,1,"No",2674,1102,2494,2690
"993",993,"Capital city",3,0,3,"No",2779,1148,2776,2653
"994",994,"Capital city",2,3,5,"No",4481,1701,4415,4409
"995",995,"Capital city",1,2,3,"No",1918,734,1867,1770
"996",996,"Capital city",2,0,2,"No",1136,536,1130,1237
"997",997,"Capital city",2,3,5,"No",1028,485,960,1183
"998",998,"Capital city",2,2,4,"No",1664,558,1660,1628
"999",999,"Capital city",2,3,5,"No",1455,633,1344,1665
"1000",1000,"Capital city",1,3,4,"Yes",1393,575,1293,1316
